epoch,loss
0,7.042001724243164
1,4.871941566467285
2,4.743989468
3,4.7296013832092285
4,4.599307537078857
5,4.722759246826172
6,4.526639938354492
7,4.435676097869873
8,4.2199578285217285
9,4.083634853363037
10,3.9317026138305664
11,3.7313895225524902
12,3.8098981380462646
13,3.7618165016174316
14,3.7870430946350098
15,3.649855375289917
16,3.623098611831665
17,3.383908748626709
18,3.3211779594421387
19,3.366971731185913
20,3.7418570518493652
21,3.2781667709350586
22,3.2447316646575928
23,3.223723888397217
24,3.394286870956421
25,3.037038564682007
26,3.1277191638946533
27,3.126281261444092
28,2.788240432739258
29,2.7214720249176025
30,2.510488510131836
31,2.4690916538238525
32,2.5986592769622803
33,2.4946091175079346
34,2.579555034637451
35,2.4482452869415283
36,2.2647063732147217
37,2.3569507598876953
38,2.8177621364593506
39,2.662064552307129
40,2.8359334468841553
41,2.429154872894287
42,2.325526475906372
43,2.355473279953003
44,2.483337640762329
45,2.3503875732421875
46,2.170585870742798
47,1.995131015777588
48,1.817311168
49,2.035566568374634
50,1.9908169507980347
51,1.6058235168457031
52,1.6582412719726562
53,1.2869857549667358
54,1.3863658905029297
55,1.5316524505615234
56,1.5023503303527832
57,1.4407731294631958
58,1.619979977607727
59,1.7505433559417725
60,1.7418599128723145
61,1.4580048322677612
62,1.5344042778015137
63,1.5330111980438232
64,1.5650883913040161
65,1.8406695127487183
66,1.9681369066238403
67,1.6069560050964355
68,1.513550043106079
69,1.4415556192398071
70,1.5223734378814697
71,1.1822172403335571
72,1.2254711389541626
73,1.324283242225647
74,1.2303897142410278
75,1.3132656812667847
76,1.3136601448059082
77,1.1780236959457397
78,1.091848611831665
79,1.1648842096328735
80,1.3110469579696655
81,1.4732236862182617
82,1.3460150957107544
83,1.1643885374069214
84,1.0611138343811035
85,1.039942979812622
86,0.9120417237281799
87,1.0510401725769043
88,0.9885350465774536
89,0.9099057912826538
90,0.7161710262298584
91,1.298938512802124
92,1.2004365921020508
93,1.0654305219650269
94,1.1645829677581787
95,0.9682154059410095
96,0.9035543203353882
97,1.0130730867385864
98,0.9366816282272339
99,0.9769392609596252
100,0.8919320702552795
101,0.9678115844726562
102,0.8981786370277405
103,0.940913737
104,1.0272462368011475
105,1.066676139831543
106,1.0133695602416992
107,0.9886944890022278
108,1.0774269104003906
109,1.0844706296920776
110,0.8894774913787842
111,0.9630656242370605
112,0.8558031916618347
113,0.6559985876083374
114,0.7181982398033142
115,0.7404656410217285
116,1.2085611820220947
117,1.0265886783599854
118,0.8790378570556641
119,0.8735355138778687
120,0.9956839680671692
121,1.1506716012954712
122,0.8705254793167114
123,0.8836653828620911
124,0.848287046
125,0.8538351058959961
126,0.7210317850112915
127,0.8319672346115112
128,0.8058961629867554
129,0.8182415962219238
130,1.2300999164581299
131,0.985161304
132,0.9935624599456787
133,1.0066372156143188
134,0.8350713849067688
135,1.1564956903457642
136,0.9021797180175781
137,1.1156433820724487
138,1.0079268217086792
139,1.1579207181930542
140,0.9871490597724915
141,0.9430630207061768
142,0.7439670562744141
143,0.6466757655143738
144,0.9142318367958069
145,0.884311855
146,0.8883840441703796
147,0.8124869465827942
148,0.7670214772224426
149,0.680978537
150,0.7819689512252808
151,0.6230295896530151
152,0.675166905
153,0.8293668031692505
154,0.8251113891601562
155,0.6672603487968445
156,0.6622149348258972
157,0.6648645401000977
158,0.6222010254859924
159,0.5615419149398804
160,0.8560383915901184
161,1.0261081457138062
162,0.8314185738563538
163,1.3987295627593994
164,1.1936496496200562
165,1.8719651699066162
166,1.4324969053268433
167,1.0875036716461182
168,0.7361339926719666
169,0.7034507393836975
170,0.6621471047401428
171,0.6143289804458618
172,0.7429099082946777
173,1.0280497074127197
174,0.7478286623954773
175,0.7475885152816772
176,0.7925834059715271
177,0.687624454
178,0.5802261829376221
179,0.5821363925933838
180,0.6485486626625061
181,0.648310661
182,0.5198256969451904
183,0.6110110878944397
184,0.5312706232070923
185,0.7209542393684387
186,0.8212732672691345
187,0.5526250600814819
188,0.6027613282203674
189,0.5743608474731445
190,0.5255810022354126
191,0.6619830131530762
192,0.6827319264411926
193,0.6193140745162964
194,0.593222976
195,0.6153252720832825
196,0.7604016065597534
197,0.7219216823577881
198,0.6018735766410828
199,0.7042638063430786
