epoch,loss
0,6.508398056030273
4,4.704979419708252
6,4.909433841705322
7,4.756857872009277
8,4.659610748291016
9,4.541400433
10,4.620759963989258
14,4.527726173400879
16,4.4255475997924805
17,4.321629524230957
20,4.199539661407471
21,4.1334757804870605
22,4.150595664978027
23,4.058163166046143
24,4.450523853302002
26,4.124696254730225
27,4.139959335327148
28,3.888679265975952
29,3.823711633682251
31,3.6978957653045654
34,3.358518123626709
36,3.514061689376831
37,3.344681739807129
39,3.3515684604644775
40,3.2845590114593506
41,3.177415370941162
43,2.995591402053833
44,2.8869452476501465
46,2.8517327308654785
47,2.5834574699401855
52,2.1978981494903564
54,2.580700635910034
55,2.335146903991699
56,2.692016124725342
57,2.269110679626465
58,2.0292744636535645
59,2.0127668380737305
60,1.9917267560958862
62,2.251612424850464
63,2.2791459560394287
64,2.0613038539886475
67,1.2960329055786133
68,1.563684105873108
69,1.398046612739563
70,1.442528247833252
72,1.6375833749771118
78,1.2089741230010986
79,1.5894161462783813
80,1.1712136268615723
82,1.4362002611160278
86,0.9258112907409668
89,1.4687578678131104
92,0.9422608017921448
96,0.5750698447227478
99,0.6285378336906433
100,0.5852718353271484
101,0.645643413
103,0.5813866853713989
104,0.5940367579460144
105,0.7304056286811829
107,0.6532524228096008
108,0.8827848434448242
109,0.7047148942947388
110,0.5355100035667419
111,0.4543439447879791
113,0.5096575021743774
114,0.5706468820571899
116,0.533118486
118,0.4664607644081116
119,0.46713611483573914
121,0.45352092385292053
123,0.4805547297000885
124,0.448637456
125,0.4479476511478424
126,0.38054096698760986
129,0.43337517976760864
130,0.5005823373794556
131,0.46317970752716064
134,0.39068564772605896
135,0.3446652293205261
143,0.3124406337738037
146,0.3335767984390259
147,0.3220059275627136
149,0.32177528738975525
151,0.21108421683311462
152,0.27452462911605835
155,0.24454393982887268
156,0.2792426347732544
158,0.3524552881717682
159,0.2186945229768753
160,0.282784104
161,0.24910660088062286
164,0.21249252557754517
172,0.22331464290618896
173,0.19464519619941711
174,0.14428971707820892
176,0.35783347487449646
178,0.2424074411392212
179,0.2610439956188202
180,0.271365225
182,0.3472623825073242
184,0.19903476536273956
185,0.1654171198606491
186,0.20087485015392303
189,0.309690386
190,0.2673726975917816
191,0.7869008779525757
196,0.21577680110931396
198,0.17991821467876434
199,0.10699526220560074
